Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Cote d'Ivoire,CIV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.184026785
Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,10838.9
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.414528305
Cote d'Ivoire,CIV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,55.62337378
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,82.22500314
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2252.543316
Croatia,HRV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.285997004
Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,16523.3
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.064519478
Croatia,HRV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.46495986
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,72.64050104
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14211.75543
Cuba,CUB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.268277348
Cuba,CUB,CO2 emissions (kt),EN.ATM.CO2E.KT,24418.5
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.157740903
Cuba,CUB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.72659724
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,109.0240559
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8042.948524
Curacao,CUW,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Curacao,CUW,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Curacao,CUW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,354.5968468
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17796.69991
Cyprus,CYP,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.287499851
Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,7191
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.851879339
Cyprus,CYP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.57380293
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,132.9909091
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28360.03125
Czechia,CZE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.453129023
Czechia,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,97712.9
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.156117906
Czechia,CZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.75140093
Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,138.2268103
Czechia,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20206.42564
Denmark,DNK,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.089285246
Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,29696.5
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.107386426
Denmark,DNK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.785959755
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,145.36055
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57203.02779
Djibouti,DJI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.141402474
Djibouti,DJI,CO2 emissions (kt),EN.ATM.CO2E.KT,428.27
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.398763866
Djibouti,DJI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,43.16577438
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,46.33278689
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2820.062866
Dominica,DMA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.307122717
Dominica,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,174.1
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.437419499
Dominica,DMA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.60844325
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,95.23733333
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7936.304818
Dominican Republic,DOM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.288676811
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,25775.2
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.368634396
Dominican Republic,DOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.72938154
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,225.2511281
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8205.142578
Ecuador,ECU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.389681081
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,39631.4
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.285055011
Ecuador,ECU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.97447395
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,69.83306491
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5863.910566
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.547397507
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,217908.3
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.063160783
"Egypt, Arab Rep.",EGY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,67.88817813
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,106.1014325
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3769.03577
El Salvador,SLV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.306879962
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,7912.7
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25994054
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.32472418
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,303.0992761
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4105.646168
Equatorial Guinea,GNQ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.485159834
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,4876.5
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.139988835
Equatorial Guinea,GNQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,45.28465901
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,55.36652406
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6472.070883
Eritrea,ERI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,697.2
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.199267295
Eritrea,ERI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.07053957
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,28.89661565
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Estonia,EST,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.374064086
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,10060.7
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.582120103
Estonia,EST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.893562381
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,31.03854971
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20269.57514
Eswatini,SWZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.265503627
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1169.5
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.999903387
Eswatini,SWZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.34521196
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,68.00075581
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3766.062999
Ethiopia,ETH,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.197545711
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,17708
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.155169189
Ethiopia,ETH,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,33.7807199
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,101.1195648
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,785.4849817
Faroe Islands,FRO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Faroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Faroe Islands,FRO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,37.02077364
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56402.39445
Fiji,FJI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.267162065
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,1393.5
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.517205337
Fiji,FJI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.9932094
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,50.27175698
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5678.969942
Finland,FIN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.160895151
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,40987.1
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.423039601
Finland,FIN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.565330197
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.16736091
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46135.88142
France,FRA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.114857905
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,300561.6
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.460164948
France,FRA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.40575038
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,123.0702941
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38832.0242
French Polynesia,PYF,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,..
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
French Polynesia,PYF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,86.34889081
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19807.29314
Gabon,GAB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.34116543
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,5274.5
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.351763544
Gabon,GAB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,36.74675483
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.704098265
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6893.323106
"Gambia, The",GMB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.36178249
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,606.9
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.241900479
"Gambia, The",GMB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,58.08072376
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,247.9133399
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,668.6351211
Georgia,GEO,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.594090055
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,10549.6
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.835791247
Georgia,GEO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.85586499
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.08556982
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4773.335666
Germany,DEU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.183141052
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,658693.5
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.927187624
Germany,DEU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.80580716
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,237.8229543
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43284.60246
Ghana,GHA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.28878728
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,18039.1
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.572264896
Ghana,GHA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,53.98926008
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,138.5351587
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1981.613928
Gibraltar,GIB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Gibraltar,GIB,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Gibraltar,GIB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3268.5
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Greece,GRC,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.29419597
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,59990.3
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.595284353
Greece,GRC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.2538714
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.17751746
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19018.90212
Greenland,GRL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Greenland,GRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.462977097
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136983798
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,48170.7909
Grenada,GRD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.305038399
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,346.2
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.820964115
Grenada,GRD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.48591655
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,360.9529412
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9247.898382
Guam,GUM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guam,GUM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.221834725
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,312.2666667
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35378.95577
Guatemala,GTM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.268633006
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,19017.8
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.145372815
Guatemala,GTM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.64788197
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,154.946118
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4263.708444
Guinea,GIN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.374069113
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,4517
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.350765779
Guinea,GIN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,52.51253174
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,52.40737018
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,937.7031315
Guinea-Bissau,GNB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.260504812
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,325.3
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.165088606
Guinea-Bissau,GNB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,54.06829369
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,70.07315078
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,633.7257459
Guyana,GUY,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.55134629
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,2795.9
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.500331141
Guyana,GUY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.10090382
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,4.057673355
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6348.69809
Haiti,HTI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.214225461
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,3317.34
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.297241022
Haiti,HTI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.03230796
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,404.9505806
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1387.514913
Honduras,HND,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.418565032
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,10196.4
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.023855315
Honduras,HND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.87512366
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,89.00553222
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2446.108097
"Hong Kong SAR, China",HKG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7150.380952
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44195.26234
Hungary,HUN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.320671228
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,47261.8
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.836876267
Hungary,HUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.49434933
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,107.0692636
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15083.59917
Iceland,ISL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.07906905
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,1638.2
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.543450104
Iceland,ISL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.698616135
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.575949618
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57461.80196
India,IND,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.901363469
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,2423951.4
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.752534366
India,IND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,83.19931634
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,465.1946394
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1944.314837
Indonesia,IDN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.576835185
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,605290.6
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.245285771
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.37146134
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,143.5846338
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3892.421662
"Iran, Islamic Rep.",IRN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.439667381
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,625251.5
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.222980003
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.01508315
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,53.35235871
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5017.117215
Iraq,IRQ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.895533173
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,180687.6
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.347264139
Iraq,IRQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,48.46825216
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,95.74024251
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4854.386495
Ireland,IRL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.096462201
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,35812.2
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.257748757
Ireland,IRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,7.854094218
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,71.62636087
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,75239.30289
Isle of Man,IMN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
