Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Aruba,ABW,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Aruba,ABW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,591.344444444444
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31762.7339603086
Australia,AUS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.264924906798342
Australia,AUS,CO2 emissions (kt),EN.ATM.CO2E.KT,395199.1
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.595726745355
Australia,AUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.745497859
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.29435141874306
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,58868.4806341229
Austria,AUT,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.155708161178953
Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,64497.8
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.26333120118199
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.16821803
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,107.609306834707
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46647.0809634335
Azerbaijan,AZE,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.662527010677861
Azerbaijan,AZE,CO2 emissions (kt),EN.ATM.CO2E.KT,35521
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.54349533028946
Azerbaijan,AZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.4950546
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,121.280071139933
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5348.45413572489
"Bahamas, The",BHS,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.217836668825467
"Bahamas, The",BHS,CO2 emissions (kt),EN.ATM.CO2E.KT,2622.7
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.48289363427156
"Bahamas, The",BHS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.59065792
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,40.4152847152847
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29760.3414026944
Bahrain,BHR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.942305816053417
Bahrain,BHR,CO2 emissions (kt),EN.ATM.CO2E.KT,32966.8
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,22.063354812112
Bahrain,BHR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,59.21710593
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,1908.28607918263
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23414.2190743533
Bangladesh,BGD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.359272445021835
Bangladesh,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,92645
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.559733655592985
Bangladesh,BGD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,63.4255285
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1271.53892601982
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1557.96433416698
Barbados,BRB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.242667045681731
Barbados,BRB,CO2 emissions (kt),EN.ATM.CO2E.KT,1167.27
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.16614319366122
Barbados,BRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.34389367
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,651.581395348837
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17168.1456868491
Belarus,BLR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.976971244630414
Belarus,BLR,CO2 emissions (kt),EN.ATM.CO2E.KT,57681.2
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.12342695003417
Belarus,BLR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,16.42351285
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.4107506220284
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6267.76579524677
Belgium,BEL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.187759538143227
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,92989.4
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.09379074556662
Belgium,BEL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.6724532
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,379.424702774108
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43107.214821718
Belize,BLZ,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.320293070752396
Belize,BLZ,CO2 emissions (kt),EN.ATM.CO2E.KT,736.2
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.89208291034323
Belize,BLZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.17639652
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,17.0580885576502
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5907.34887238917
Benin,BEN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.527193339249898
Benin,BEN,CO2 emissions (kt),EN.ATM.CO2E.KT,7475.5
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.60823677321991
Benin,BEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,46.8584555
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,108.996488116353
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1153.72620998081
Bermuda,BMU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Bermuda,BMU,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Bermuda,BMU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,7.069562328
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,1183.53703703704
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,107036.239271085
Bhutan,BTN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.579940579934273
Bhutan,BTN,CO2 emissions (kt),EN.ATM.CO2E.KT,1433
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.86720072342627
Bhutan,BTN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,40.29859817
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,20.1221552176193
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3219.64143919345
Bolivia,BOL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.571535844288015
Bolivia,BOL,CO2 emissions (kt),EN.ATM.CO2E.KT,21828.8
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.85346150629409
Bolivia,BOL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.83286559
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,10.8717022062217
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3242.94884532224
Bosnia and Herzegovina,BIH,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,1.1309051092163
Bosnia and Herzegovina,BIH,CO2 emissions (kt),EN.ATM.CO2E.KT,21124.3
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.28566395622831
Bosnia and Herzegovina,BIH,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,29.46633319
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,65.63888671875
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5558.08255264153
Botswana,BWA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.444018321072296
Botswana,BWA,CO2 emissions (kt),EN.ATM.CO2E.KT,7198.3
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.8796632558601
Botswana,BWA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.71873626
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,4.41074585781589
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6485.46043979844
Brazil,BRA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.238677834539118
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,434318
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.05077012882977
Brazil,BRA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,11.65399121
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,25.3385176606278
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8592.21021838819
British Virgin Islands,VGB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
British Virgin Islands,VGB,CO2 emissions (kt),EN.ATM.CO2E.KT,..
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
British Virgin Islands,VGB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,204.066666666667
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Brunei Darussalam,BRN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.531511600466039
Brunei Darussalam,BRN,CO2 emissions (kt),EN.ATM.CO2E.KT,7057.8
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.111932938856
Brunei Darussalam,BRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,7.680643971
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,83.1210626185958
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30313.4172889713
Bulgaria,BGR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.681084232561703
Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,39159.9
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.61371010274005
Bulgaria,BGR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.36594583
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,64.2571941783346
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8242.31399635503
Burkina Faso,BFA,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.376392455113435
Burkina Faso,BFA,CO2 emissions (kt),EN.ATM.CO2E.KT,5646.5
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.26950158887331
Burkina Faso,BFA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,53.67033962
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,76.5776279239766
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,716.012197407328
Burundi,BDI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.220522467614703
Burundi,BDI,CO2 emissions (kt),EN.ATM.CO2E.KT,707.4
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0595713389942667
Burundi,BDI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,33.27977863
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,462.415809968847
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,270.137277342414
Cabo Verde,CPV,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.289817029858659
Cabo Verde,CPV,CO2 emissions (kt),EN.ATM.CO2E.KT,617.2
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.06961509800184
Cabo Verde,CPV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,51.11721004
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,143.183622828784
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3690.65647565113
Cambodia,KHM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.761496333489412
Cambodia,KHM,CO2 emissions (kt),EN.ATM.CO2E.KT,18093.2
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.11633042620485
Cambodia,KHM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.1120864
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,91.8181849082257
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1465.96953538762
Cameroon,CMR,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.254847287285935
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,9557.3
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.370691707164993
Cameroon,CMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,64.47088106
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,54.5415603647056
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1454.56406898726
Canada,CAN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.333667120977623
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,566001.8
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.0527469447143
Canada,CAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,7.100156005
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,4.19394931064213
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45113.0662817802
Cayman Islands,CYM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Cayman Islands,CYM,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Cayman Islands,CYM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,275.558333333333
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,82170.5930267913
Central African Republic,CAF,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.118475460650843
Central African Republic,CAF,CO2 emissions (kt),EN.ATM.CO2E.KT,235.4
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0451882048419334
Central African Republic,CAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,46.3767539
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,8.36194420366625
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,381.414046366167
Chad,TCD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.150445694390383
Chad,TCD,CO2 emissions (kt),EN.ATM.CO2E.KT,1583.6
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0981963885605548
Chad,TCD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,59.2825236
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,12.8072315756036
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,652.703215990686
Channel Islands,CHI,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,..
Channel Islands,CHI,CO2 emissions (kt),EN.ATM.CO2E.KT,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Channel Islands,CHI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,..
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..
Chile,CHL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.350809440153046
Chile,CHL,CO2 emissions (kt),EN.ATM.CO2E.KT,91915.4
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.82762007480769
Chile,CHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.76585719
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,25.6068131566631
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13761.3744735648
China,CHN,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.752836117469568
China,CHN,CO2 emissions (kt),EN.ATM.CO2E.KT,10762824
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.64543578560038
China,CHN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,47.67263439
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,149.367573167744
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10155.5114163468
Colombia,COL,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.246376224778074
Colombia,COL,CO2 emissions (kt),EN.ATM.CO2E.KT,79186.7
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.57782014077396
Colombia,COL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,22.01072747
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,45.2342550698513
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6404.10876575124
Comoros,COM,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.298487291423389
Comoros,COM,CO2 emissions (kt),EN.ATM.CO2E.KT,326.2
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.412396679587249
Comoros,COM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.15567571
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,425.032778076303
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1381.62223798763
"Congo, Dem. Rep.",COD,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.0681357487148781
"Congo, Dem. Rep.",COD,CO2 emissions (kt),EN.ATM.CO2E.KT,3031.2
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0337148799163223
"Congo, Dem. Rep.",COD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,35.86088793
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,39.658097527624
"Congo, Dem. Rep.",COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,494.819247637626
"Congo, Rep.",COG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.726216783325839
"Congo, Rep.",COG,CO2 emissions (kt),EN.ATM.CO2E.KT,7006.1
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25766214248646
"Congo, Rep.",COG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,39.30341272
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,16.312541727672
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1731.79988587811
